,Global_active_power,Global_reactive_power,Voltage,Global_intensity,date_time,meterings
2143,1.358,0.058,243.92,5.4,2010-10-23 08:26:00,19.0
2144,0.27,0.0,242.85,1.2,2009-06-04 16:23:00,0.0
2145,3.35,0.0,237.45,14.0,2007-02-18 10:51:00,18.0
2146,0.362,0.074,239.85,1.6,2008-10-18 15:33:00,0.0
2147,0.36,0.078,241.18,1.6,2008-06-10 16:08:00,1.0
2148,1.422,0.096,244.59,5.8,2009-12-24 05:12:00,18.0
2149,3.434,0.086,238.35,14.4,2009-12-28 19:05:00,18.0
2150,0.332,0.23,242.76,1.6,2010-06-26 22:16:00,1.0
2151,0.374,0.178,240.49,1.6,2008-10-27 01:55:00,0.0
2152,0.404,0.2,242.47,1.8,2010-04-30 02:10:00,1.0
2153,0.42,0.252,240.59,2.2,2010-09-16 00:34:00,2.0
2154,0.36,0.088,245.6,1.6,2008-12-15 01:46:00,2.0
2155,4.302,0.0,236.9,18.6,2008-01-31 21:44:00,33.0
2156,0.198,0.1,240.9,1.0,2007-05-07 17:26:00,1.0
2157,0.316,0.102,246.5,1.4,2007-11-12 06:18:00,0.0
2158,0.596,0.432,242.19,3.0,2007-04-17 17:14:00,1.0
2159,0.294,0.108,241.18,1.2,2007-04-11 06:07:00,0.0
2160,0.1,0.0,235.31,0.4,2007-07-08 02:48:00,0.0
2161,0.114,0.0,240.84,0.6,2007-02-07 14:59:00,0.0
2162,0.884,0.308,238.13,3.8,2010-07-15 04:42:00,1.0
2163,1.732,0.054,240.55,7.2,2008-12-25 19:55:00,0.0
2164,1.278,0.088,240.45,5.2,2009-06-18 12:22:00,19.0
2165,1.568,0.0,240.05,6.4,2008-03-03 15:27:00,17.0
2166,0.48,0.156,242.35,2.4,2009-05-21 04:25:00,4.0
2167,0.198,0.104,243.13,1.0,2007-12-09 03:07:00,0.0
2169,0.73,0.09,241.97,3.0,2009-06-24 21:32:00,2.0
2170,2.102,0.328,238.56,8.8,2008-02-07 19:45:00,21.0
2171,2.554,0.0,236.22,10.8,2009-10-25 22:01:00,17.0
2172,0.38,0.0,243.32,1.6,2007-02-01 06:33:00,0.0
2173,0.704,0.214,233.72,3.0,2007-07-26 22:08:00,0.0
2174,0.25,0.0,241.96,1.0,2008-04-29 06:57:00,1.0
2175,0.598,0.05,240.19,2.4,2010-12-02 18:46:00,1.0
2176,1.07,0.352,241.24,4.6,2008-09-19 22:40:00,13.0
2177,0.784,0.072,241.07,4.0,2009-01-06 19:08:00,0.0
2179,1.402,0.0,239.87,5.8,2009-06-06 14:52:00,19.0
2180,0.33,0.238,243.81,1.6,2008-09-27 00:15:00,1.0
2181,1.422,0.07,242.56,5.8,2008-02-20 05:13:00,20.0
2182,1.742,0.212,239.92,7.2,2009-04-04 18:16:00,19.0
2183,1.392,0.094,241.61,5.8,2010-05-28 06:54:00,19.0
2184,1.36,0.1,238.83,5.6,2007-03-29 05:34:00,18.0
2185,0.732,0.102,245.41,3.0,2010-10-11 00:01:00,1.0
2186,1.254,0.0,238.73,5.2,2007-02-01 19:08:00,18.0
2187,2.556,0.0,238.93,10.6,2010-08-10 07:31:00,18.0
2188,1.0,0.072,242.51,4.2,2008-07-03 17:26:00,0.0
2189,1.542,0.19,242.13,6.4,2010-09-15 06:48:00,18.0
2190,0.528,0.228,242.96,2.4,2009-04-19 19:32:00,3.0
2191,0.176,0.156,242.3,0.8,2008-08-25 04:47:00,1.0
2192,0.11,0.0,241.44,0.6,2007-09-20 06:23:00,0.0
2193,0.222,0.122,243.78,1.0,2009-10-07 10:46:00,2.0
2194,0.332,0.07,244.13,1.4,2009-10-19 06:01:00,1.0
2195,0.186,0.112,234.16,0.8,2007-11-08 07:34:00,0.0
2196,0.712,0.19,238.64,3.0,2008-01-03 21:41:00,0.0
2197,1.506,0.202,240.66,6.2,2010-08-30 11:44:00,18.0
2198,0.238,0.112,237.33,1.2,2007-07-23 01:35:00,1.0
2199,0.41,0.168,245.18,1.8,2007-12-27 23:57:00,0.0
2200,1.254,0.0,236.91,5.2,2007-10-31 19:03:00,18.0
2201,0.238,0.0,244.85,1.0,2010-05-04 23:29:00,1.0
2202,1.354,0.0,240.43,5.6,2007-08-02 08:49:00,17.0
2203,1.934,0.278,240.1,8.2,2008-09-15 20:02:00,2.0
2204,1.512,0.516,238.84,6.6,2009-08-15 18:05:00,15.0
2205,0.254,0.0,247.12,1.0,2010-06-03 14:20:00,1.0
2206,0.23,0.088,240.31,1.0,2010-02-08 08:39:00,1.0
2207,0.55,0.15,244.44,2.4,2010-11-16 22:41:00,0.0
2208,0.738,0.076,241.61,3.0,2010-06-16 04:26:00,0.0
2209,1.398,0.086,243.32,5.6,2009-01-20 17:17:00,18.0
2210,3.26,0.0,236.15,13.8,2007-05-01 10:01:00,18.0
2211,0.206,0.0,241.45,0.8,2007-03-11 15:18:00,0.0
2212,0.484,0.322,243.75,2.4,2008-11-27 23:44:00,1.0
2213,1.774,0.076,241.41,7.4,2008-11-24 19:49:00,0.0
2214,1.644,0.312,239.35,7.0,2007-03-29 08:58:00,17.0
2215,1.344,0.108,242.17,5.4,2009-09-26 11:33:00,19.0
2216,0.478,0.264,243.32,2.2,2007-03-31 00:37:00,0.0
2217,2.64,0.09,237.34,11.2,2008-12-14 18:59:00,0.0
2218,0.298,0.098,240.58,1.4,2010-08-25 05:43:00,1.0
2219,2.876,0.092,239.04,12.0,2009-11-20 20:40:00,20.0
2220,0.646,0.0,246.54,2.8,2009-10-29 23:34:00,1.0
2221,1.392,0.134,239.39,5.8,2008-04-02 13:53:00,17.0
2222,0.268,0.0,240.29,1.0,2008-10-08 20:52:00,1.0
2223,1.964,0.314,237.45,8.4,2008-10-01 21:39:00,1.0
2224,0.216,0.0,240.33,0.8,2007-04-13 04:47:00,0.0
2225,1.478,0.146,242.29,6.0,2008-04-26 00:56:00,19.0
2226,2.01,0.286,237.9,8.4,2007-11-11 20:34:00,1.0
2227,2.222,0.0,236.4,9.4,2008-11-10 08:33:00,28.0
2228,1.112,0.512,241.61,5.0,2009-06-10 03:50:00,12.0
2229,0.468,0.372,243.54,2.4,2010-03-07 00:42:00,2.0
2230,0.462,0.298,240.04,2.2,2008-10-26 08:36:00,2.0
2231,1.074,0.384,238.65,4.8,2008-11-05 20:09:00,1.0
2232,0.71,0.19,239.37,3.2,2008-10-10 04:56:00,7.0
2233,1.178,0.184,239.31,5.4,2009-06-30 14:25:00,14.0
2234,4.614,0.0,236.09,19.4,2007-02-13 21:07:00,53.0
2235,2.862,0.134,229.75,12.4,2007-05-21 07:39:00,18.0
2236,1.358,0.0,236.56,5.6,2007-08-10 08:26:00,17.0
2237,1.46,0.06,240.86,6.0,2008-03-20 20:17:00,1.0
2238,1.96,0.254,241.63,8.2,2007-01-13 07:32:00,18.0
2239,0.418,0.076,244.31,1.6,2009-02-19 22:54:00,0.0
2240,0.788,0.0,240.6,3.2,2010-01-10 19:58:00,2.0
2241,0.318,0.2,235.27,1.6,2008-04-06 01:52:00,2.0
2242,1.414,0.198,242.73,5.8,2010-06-06 14:21:00,20.0
2243,0.14,0.0,242.4,0.6,2009-06-22 05:58:00,1.0
2244,0.838,0.0,241.53,3.4,2009-03-04 18:50:00,0.0
2245,3.986,0.052,240.08,16.6,2010-02-16 08:19:00,57.0
2246,1.044,0.23,236.67,4.4,2008-10-08 22:03:00,12.0
2247,3.956,0.166,239.38,16.4,2006-12-25 19:03:00,39.0
2248,0.312,0.206,240.17,1.4,2010-07-24 03:28:00,2.0
2249,1.71,0.222,242.68,7.0,2010-10-10 23:05:00,1.0
2250,0.464,0.09,243.4,2.0,2009-03-10 22:58:00,1.0
2251,2.906,0.462,241.78,12.2,2009-10-02 09:20:00,18.0
2252,0.216,0.0,234.68,1.0,2007-05-24 11:56:00,0.0
2253,0.338,0.104,243.17,1.4,2009-05-22 19:54:00,2.0
2254,0.924,0.112,243.68,3.8,2009-07-22 23:14:00,1.0
2255,3.736,0.118,241.69,15.4,2009-08-11 18:50:00,18.0
2256,0.458,0.104,239.75,2.2,2010-06-20 09:03:00,0.0
2257,1.348,0.12,231.02,5.8,2009-05-28 06:21:00,18.0
2258,1.954,0.0,237.5,8.2,2009-03-14 18:14:00,17.0
2259,0.22,0.0,245.59,0.8,2008-05-03 12:27:00,0.0
2260,0.388,0.234,244.55,1.8,2007-03-23 02:39:00,1.0
2261,0.398,0.18,239.51,1.8,2009-10-19 04:34:00,1.0
2262,2.612,0.0,240.09,10.8,2009-09-26 06:55:00,18.0
2263,0.23,0.0,242.92,1.0,2007-03-26 23:39:00,0.0
2264,1.168,0.076,232.73,5.0,2007-02-08 15:04:00,16.0
2265,0.318,0.104,245.74,1.2,2009-12-12 01:04:00,1.0
2266,0.244,0.0,243.02,1.0,2007-01-30 10:54:00,0.0
2267,1.368,0.0,244.06,5.6,2009-12-15 12:25:00,19.0
2268,0.294,0.12,241.52,1.2,2007-01-25 11:19:00,1.0
2269,1.83,0.272,238.59,7.8,2009-08-30 14:35:00,20.0
2270,0.12,0.0,240.21,0.6,2007-06-23 05:31:00,0.0
2271,0.738,0.052,237.99,3.0,2008-06-01 22:21:00,1.0
2272,1.056,0.116,240.77,4.4,2009-11-26 18:53:00,1.0
2273,2.976,0.092,238.47,12.4,2010-03-24 22:25:00,38.0
2274,0.138,0.0,237.92,0.6,2008-03-08 12:49:00,1.0
2275,0.366,0.102,243.81,1.6,2010-06-11 04:19:00,1.0
2276,1.572,0.208,239.97,6.6,2009-03-12 09:34:00,19.0
2277,2.088,0.306,236.31,9.6,2010-09-14 10:52:00,30.0
2278,2.262,0.142,241.49,9.4,2008-12-18 19:08:00,0.0
2279,1.494,0.24,242.47,6.2,2010-12-03 12:08:00,21.0
2280,0.242,0.244,237.96,1.4,2008-08-08 01:00:00,0.0
2281,0.934,0.0,239.95,3.8,2010-05-18 22:27:00,1.0
2282,2.474,0.086,242.5,10.2,2008-01-13 03:37:00,18.0
2283,0.264,0.186,238.25,1.4,2007-09-18 15:29:00,1.0
2284,1.386,0.074,238.72,5.8,2008-10-20 11:47:00,18.0
2285,0.344,0.096,242.43,1.4,2009-04-20 01:54:00,2.0
2286,0.23,0.0,241.5,1.0,2009-05-21 02:56:00,1.0
2287,0.29,0.078,243.53,1.2,2008-04-04 00:16:00,1.0
2288,1.506,0.07,243.36,6.2,2007-11-30 12:06:00,18.0
2289,0.372,0.204,243.42,1.6,2008-02-03 06:22:00,2.0
2290,0.446,0.31,243.76,2.2,2009-03-25 15:45:00,0.0
2291,0.358,0.336,241.63,2.0,2007-09-21 14:54:00,2.0
2292,1.404,0.076,244.25,5.6,2007-12-27 02:02:00,18.0
2293,0.508,0.114,239.35,2.4,2010-05-09 10:07:00,0.0
2294,0.636,0.0,239.17,2.6,2007-01-13 09:17:00,0.0
2295,6.37,0.122,231.5,27.4,2007-12-15 17:53:00,53.0
2296,0.406,0.206,242.95,1.8,2009-12-10 03:13:00,1.0
2297,0.206,0.132,240.39,1.0,2007-08-19 10:05:00,0.0
2298,0.656,0.2,241.25,2.8,2008-04-07 20:56:00,2.0
2299,1.914,0.196,239.69,8.0,2008-01-21 08:27:00,18.0
2300,1.382,0.082,241.77,5.6,2008-07-01 12:12:00,19.0
2301,1.81,0.412,237.3,7.8,2007-03-24 12:18:00,19.0
2302,1.584,0.0,240.98,6.6,2010-03-09 21:17:00,3.0
2303,1.412,0.062,239.71,5.8,2009-10-31 09:34:00,18.0
2304,0.362,0.13,244.36,1.6,2007-10-02 04:09:00,0.0
2305,1.236,0.072,236.87,5.2,2008-06-23 09:40:00,18.0
2306,0.23,0.106,241.36,1.0,2009-08-19 06:06:00,3.0
2307,3.316,0.134,240.23,14.0,2008-08-04 13:51:00,50.0
2308,0.402,0.154,234.79,1.8,2010-05-05 01:49:00,0.0
2309,1.698,0.28,242.41,7.0,2009-01-24 09:10:00,20.0
2310,0.584,0.0,241.34,2.4,2010-05-18 17:57:00,0.0
2311,2.686,0.082,240.42,11.0,2009-10-10 07:47:00,18.0
2312,0.812,0.1,230.84,4.4,2008-06-02 13:34:00,0.0
2313,0.344,0.114,234.11,1.6,2007-05-06 12:01:00,2.0
2314,1.556,0.216,237.3,6.6,2009-12-04 19:58:00,20.0
2315,0.33,0.106,243.98,1.4,2007-10-21 07:46:00,0.0
2316,0.366,0.22,241.7,1.8,2009-06-28 19:57:00,3.0
2317,2.258,0.228,237.3,9.6,2007-01-31 21:11:00,0.0
2318,1.51,0.0,237.32,6.2,2009-01-11 16:02:00,18.0
2319,0.23,0.0,243.9,1.0,2007-03-12 15:49:00,0.0
2320,0.316,0.228,242.4,1.6,2009-08-21 14:13:00,0.0
2321,0.25,0.052,244.99,1.0,2010-02-18 01:53:00,0.0
2322,1.55,0.162,240.11,6.4,2007-03-18 18:27:00,20.0
2323,0.224,0.0,246.96,1.0,2009-03-19 03:17:00,0.0
2324,0.384,0.326,240.85,2.0,2007-07-14 16:37:00,2.0
2325,0.21,0.082,235.09,1.0,2007-07-21 03:01:00,0.0
2326,1.454,0.074,243.56,5.8,2008-04-27 15:48:00,19.0
2327,1.33,0.0,244.25,5.4,2009-12-11 05:38:00,19.0
2328,1.39,0.222,240.68,5.8,2007-06-19 07:42:00,21.0
2329,1.634,0.264,243.82,6.8,2010-03-13 15:23:00,20.0
2330,0.158,0.136,239.19,0.8,2008-12-08 14:28:00,2.0
2331,2.474,0.244,237.14,10.4,2009-10-10 20:53:00,20.0
2332,0.338,0.13,251.71,1.4,2009-12-15 23:25:00,3.0
2333,1.532,0.202,243.54,6.2,2009-02-04 13:53:00,18.0
2334,0.3,0.094,242.23,1.2,2007-01-02 00:19:00,0.0
2335,2.38,0.084,239.74,9.8,2009-02-17 08:21:00,18.0
2336,0.236,0.09,241.71,1.0,2008-05-31 03:50:00,1.0
2337,7.898,0.336,235.39,33.6,2010-01-24 11:56:00,101.0
2338,4.906,0.234,235.9,20.8,2010-11-14 16:12:00,59.0
2339,0.348,0.114,241.34,1.4,2008-04-24 09:04:00,1.0
2340,1.842,0.058,242.44,7.6,2008-01-31 18:00:00,18.0
2341,1.572,0.098,238.05,6.6,2009-02-21 12:34:00,18.0
2342,0.238,0.126,243.33,1.0,2007-06-16 00:03:00,1.0
2343,1.818,0.0,236.76,7.6,2009-10-16 21:07:00,1.0
2344,0.628,0.27,246.13,2.8,2009-11-23 12:19:00,3.0
2345,3.882,0.202,239.0,16.2,2010-08-31 09:06:00,58.0
2346,0.324,0.236,238.99,1.6,2009-08-16 12:55:00,0.0
2347,1.632,0.314,238.93,6.8,2007-07-09 19:52:00,1.0
2348,0.414,0.19,241.04,2.0,2008-08-01 09:03:00,0.0
2349,1.504,0.322,240.49,6.4,2009-05-09 08:44:00,19.0
2350,0.218,0.144,242.53,1.2,2009-06-08 07:27:00,0.0
2351,0.916,0.34,243.27,4.0,2007-01-16 22:59:00,2.0
2352,0.296,0.106,244.31,1.2,2007-03-04 02:56:00,1.0
2353,2.38,0.072,241.45,9.8,2007-08-04 03:58:00,0.0
2354,0.268,0.0,246.56,1.2,2009-01-22 23:19:00,0.0
2355,1.954,0.218,240.58,10.0,2009-06-22 17:03:00,2.0
2356,0.512,0.066,239.81,2.0,2009-02-16 09:04:00,0.0
2357,0.402,0.0,244.66,1.8,2008-10-01 02:58:00,0.0
2358,0.534,0.0,243.45,2.2,2007-04-18 09:57:00,0.0
2359,0.234,0.056,241.56,1.0,2010-03-06 06:18:00,1.0
2360,0.346,0.068,232.51,1.4,2009-05-27 01:28:00,1.0
2361,0.168,0.0,238.43,0.8,2008-05-08 01:00:00,1.0
2362,0.156,0.0,240.8,0.6,2010-06-08 16:32:00,0.0
2363,0.262,0.0,241.41,1.0,2009-11-05 03:27:00,1.0
2364,0.96,0.274,241.24,4.2,2010-10-06 01:56:00,13.0
2365,1.946,0.286,235.19,8.4,2007-07-10 11:39:00,22.0
2366,2.274,0.0,239.63,9.4,2007-08-04 05:23:00,0.0
2367,0.452,0.23,245.45,2.0,2010-04-03 14:30:00,0.0
2368,0.412,0.22,243.54,1.8,2008-04-23 02:58:00,2.0
2369,0.298,0.234,242.32,1.6,2007-09-20 00:53:00,1.0
2370,4.566,0.14,239.99,19.0,2007-12-24 08:51:00,55.0
2371,1.368,0.052,240.59,5.6,2009-05-15 17:24:00,19.0
2372,0.312,0.072,235.58,1.4,2007-05-22 12:21:00,0.0
2373,1.394,0.06,230.77,6.2,2007-06-06 07:28:00,17.0
2374,0.808,0.132,240.72,3.4,2009-07-24 13:36:00,12.0
2375,0.76,0.23,240.72,3.2,2008-05-25 00:47:00,2.0
2376,0.14,0.0,242.6,0.6,2008-06-07 07:45:00,1.0
2377,2.526,0.072,241.5,10.4,2010-08-02 20:31:00,20.0
2378,0.59,0.236,246.73,2.8,2009-07-11 03:20:00,5.0
2379,5.3,0.168,232.54,22.8,2008-10-24 21:46:00,59.0
2380,3.396,0.234,242.26,14.0,2007-03-31 23:53:00,21.0
2381,0.24,0.12,243.21,1.0,2009-07-18 03:35:00,1.0
2382,1.188,0.0,238.87,4.8,2009-09-28 08:31:00,18.0
2383,1.958,0.0,239.65,8.2,2008-10-12 20:58:00,1.0
2384,2.134,0.0,238.17,8.8,2007-08-12 08:29:00,18.0
2385,0.316,0.124,241.04,1.4,2007-02-24 05:39:00,0.0
2386,1.05,0.068,238.2,4.4,2007-11-28 17:42:00,0.0
2387,0.52,0.118,239.91,2.2,2007-12-09 11:10:00,0.0
2388,0.348,0.226,239.81,1.6,2007-04-18 17:10:00,0.0
2389,2.972,0.126,241.31,12.6,2009-10-12 06:52:00,18.0
2390,0.728,0.2,240.83,3.6,2010-04-26 08:50:00,8.0
2391,2.94,0.066,236.12,12.4,2007-11-02 19:45:00,17.0
2392,2.198,0.218,232.35,9.6,2007-04-05 21:09:00,16.0
2393,0.358,0.248,242.18,1.8,2010-07-08 18:58:00,1.0
2394,0.478,0.124,243.39,2.0,2008-02-01 20:06:00,1.0
2395,2.52,0.134,238.74,11.2,2007-06-09 22:24:00,23.0
2396,0.208,0.0,245.27,1.0,2010-08-24 20:31:00,1.0
2397,3.982,0.084,237.32,16.6,2007-02-17 23:07:00,0.0
2398,3.488,0.0,238.45,14.6,2008-06-18 08:01:00,56.0
2399,0.252,0.244,241.28,1.4,2008-07-08 01:38:00,2.0
2400,3.622,0.12,237.02,15.2,2007-01-30 20:46:00,18.0
2401,1.882,0.164,243.8,7.6,2009-11-04 22:58:00,20.0
2402,1.698,0.058,243.49,6.8,2010-11-02 07:54:00,19.0
2403,1.382,0.046,240.01,5.6,2008-04-30 01:25:00,1.0
2404,1.682,0.292,234.49,7.2,2010-06-05 19:25:00,19.0
2405,1.024,0.09,241.14,4.2,2007-06-27 22:35:00,0.0
2406,0.37,0.274,241.93,1.8,2009-05-07 06:47:00,1.0
2407,1.366,0.0,237.73,5.6,2008-10-14 12:24:00,18.0
2408,2.828,0.186,238.99,11.8,2010-02-18 19:55:00,18.0
2409,0.314,0.098,240.9,1.4,2007-12-17 17:13:00,0.0
2410,0.214,0.0,239.66,0.8,2007-04-03 01:35:00,0.0
2411,0.302,0.0,245.33,1.2,2010-03-15 17:26:00,1.0
2412,1.372,0.046,247.05,5.6,2009-08-02 02:56:00,19.0
2413,2.2,0.098,237.58,9.2,2008-10-12 07:23:00,18.0
2414,0.264,0.0,239.73,1.0,2008-04-15 19:14:00,1.0
2415,0.95,0.054,244.86,4.0,2008-12-22 15:07:00,0.0
2416,1.752,0.242,240.94,7.2,2007-10-20 11:26:00,18.0
2417,2.372,0.0,240.15,9.8,2008-12-19 07:37:00,18.0
2418,0.308,0.242,240.13,1.6,2007-08-20 02:05:00,0.0
2419,1.32,0.292,240.9,5.6,2008-01-30 01:08:00,1.0
2420,2.32,0.19,243.69,9.4,2008-02-10 06:52:00,20.0
2421,0.242,0.242,240.22,1.4,2008-08-18 09:08:00,2.0
2422,2.182,0.254,240.8,9.0,2008-01-02 23:38:00,21.0
2423,1.468,0.178,242.25,6.0,2008-09-12 11:25:00,18.0
2424,1.644,0.318,234.07,7.0,2008-11-19 17:32:00,2.0
2425,0.226,0.09,239.69,1.0,2007-01-07 13:07:00,1.0
2426,0.354,0.172,241.81,1.6,2007-07-14 14:55:00,2.0
2427,1.322,0.05,241.44,5.4,2007-01-25 09:09:00,17.0
2428,1.4,0.22,233.7,6.0,2008-03-06 08:54:00,20.0
2429,0.528,0.048,243.95,2.2,2010-02-04 13:02:00,1.0
2430,1.036,0.102,243.77,4.2,2009-11-17 16:43:00,0.0
2431,0.322,0.104,243.77,1.4,2009-11-27 23:53:00,1.0
2432,0.346,0.05,245.55,1.4,2009-01-22 20:00:00,0.0
2433,1.408,0.0,233.27,6.0,2010-05-05 07:47:00,17.0
2434,0.404,0.144,242.42,1.8,2009-04-27 09:53:00,1.0
2435,0.35,0.106,244.79,1.4,2007-12-21 23:13:00,0.0
2436,0.224,0.0,234.4,1.0,2008-02-03 18:57:00,0.0
2437,1.48,0.122,242.26,6.0,2009-04-27 03:31:00,20.0
2438,1.364,0.082,238.27,5.6,2007-11-24 19:21:00,18.0
2439,0.184,0.106,242.87,0.8,2007-08-27 20:14:00,0.0
2440,1.368,0.062,240.87,5.6,2009-11-18 08:49:00,18.0
2441,0.37,0.278,242.56,2.0,2009-01-10 05:22:00,3.0
2442,0.114,0.0,240.6,0.6,2007-09-17 13:53:00,0.0
2443,1.39,0.17,239.11,5.8,2007-06-17 10:55:00,19.0
2444,1.728,0.048,240.11,7.2,2010-08-17 01:08:00,18.0
2445,3.824,0.176,236.71,16.0,2009-05-16 14:18:00,54.0
2446,1.404,0.176,238.31,5.8,2010-01-09 15:20:00,19.0
2447,1.004,0.35,238.58,4.4,2010-07-24 16:15:00,14.0
2448,0.3,0.082,241.62,1.2,2007-07-11 05:25:00,0.0
2449,2.142,0.26,244.49,8.8,2006-12-17 14:33:00,18.0
2450,0.256,0.106,239.66,1.2,2008-10-09 01:15:00,0.0
2451,2.61,0.068,240.17,10.8,2009-11-01 22:08:00,18.0
2452,1.744,0.19,238.41,7.2,2008-09-10 11:11:00,20.0
2453,1.168,0.276,242.69,4.8,2009-07-19 23:42:00,12.0
2454,0.3,0.108,240.63,1.2,2007-02-26 02:30:00,2.0
2455,0.302,0.062,240.96,1.2,2008-01-10 01:01:00,1.0
2456,2.726,0.406,240.99,11.4,2010-11-18 07:10:00,18.0
2457,0.534,0.106,244.66,2.2,2010-02-28 04:47:00,1.0
2458,3.768,0.192,238.35,15.8,2010-08-28 15:24:00,57.0
2459,0.84,0.336,238.08,4.0,2008-06-11 12:04:00,1.0
2460,0.558,0.0,244.57,2.6,2007-04-12 23:51:00,0.0
2461,4.312,0.198,237.54,18.2,2009-12-30 21:03:00,40.0
2462,2.578,0.264,231.71,12.0,2007-04-06 19:18:00,37.0
2463,0.16,0.126,242.84,0.8,2008-08-23 03:42:00,1.0
2464,0.152,0.0,238.57,0.6,2010-06-26 01:36:00,1.0
2465,0.158,0.0,240.62,0.6,2010-07-30 20:23:00,1.0
2466,2.012,0.316,240.03,8.4,2008-06-15 15:02:00,29.0
2467,1.416,0.052,238.82,5.8,2008-03-29 10:22:00,18.0
2468,1.508,0.092,242.96,6.2,2008-01-23 13:02:00,18.0
2469,0.598,0.09,236.46,2.6,2007-06-03 18:35:00,1.0
2470,0.156,0.0,240.51,0.6,2008-05-22 18:22:00,1.0
2471,1.366,0.05,239.76,5.6,2010-11-18 11:52:00,20.0
2472,0.738,0.266,242.9,3.2,2008-06-13 23:07:00,3.0
2473,1.142,0.104,238.5,4.8,2010-05-09 20:35:00,0.0
2474,5.36,0.102,240.64,22.2,2009-08-02 01:34:00,56.0
2475,1.38,0.206,241.57,5.6,2009-11-09 10:34:00,19.0
2476,0.142,0.0,241.38,0.6,2009-08-21 11:15:00,1.0
2477,1.278,0.202,234.89,5.4,2007-12-08 12:27:00,17.0
2478,1.68,0.118,239.02,7.0,2009-10-18 21:50:00,2.0
2479,6.032,0.058,236.96,25.4,2006-12-25 22:38:00,38.0
2480,2.476,0.304,242.43,10.2,2008-02-05 23:22:00,2.0
2481,3.65,0.084,239.86,15.2,2009-03-21 10:12:00,55.0
2482,3.806,0.234,238.84,16.0,2008-07-13 13:06:00,59.0
2483,0.312,0.102,238.6,1.4,2008-02-28 18:17:00,0.0
2484,0.974,0.164,237.07,4.2,2009-05-26 03:39:00,12.0
2485,1.212,0.0,235.36,5.0,2008-05-06 00:35:00,18.0
2486,2.734,0.0,237.95,11.4,2010-03-30 22:16:00,18.0
2487,0.222,0.15,235.28,1.0,2007-10-08 20:55:00,0.0
2488,0.23,0.0,240.49,1.0,2008-03-02 17:01:00,0.0
2489,1.272,0.062,238.82,5.2,2007-03-22 10:33:00,18.0
2490,1.298,0.0,241.56,5.2,2008-11-02 11:46:00,18.0
2491,1.864,0.12,238.32,7.8,2009-08-28 02:32:00,29.0
2492,1.066,0.388,237.68,4.6,2010-01-07 22:03:00,2.0
2493,1.408,0.112,242.03,5.8,2007-08-20 14:51:00,21.0
2494,1.662,0.092,240.27,7.0,2008-05-31 18:25:00,18.0
2495,3.122,0.076,243.11,12.8,2007-11-18 00:49:00,19.0
2496,1.306,0.068,239.97,5.4,2010-10-15 19:40:00,0.0
2497,0.4,0.116,242.12,1.8,2009-04-04 07:05:00,0.0
2498,4.182,0.286,234.47,18.0,2007-04-22 09:34:00,20.0
2499,1.37,0.148,241.29,5.6,2007-09-17 22:53:00,19.0
2500,0.292,0.0,246.08,1.2,2010-05-13 23:58:00,1.0
2501,2.324,0.0,242.75,9.4,2007-01-24 02:10:00,0.0
2502,1.98,0.198,234.46,8.4,2007-03-17 19:43:00,1.0
2503,1.556,0.046,242.38,6.4,2009-03-03 14:56:00,18.0
2504,0.354,0.098,239.06,1.4,2008-07-24 01:22:00,2.0
2505,0.24,0.0,240.25,1.0,2009-08-10 01:57:00,1.0
2506,0.77,0.24,238.0,4.0,2007-03-29 10:22:00,8.0
2507,1.906,0.43,236.38,8.2,2007-05-10 19:57:00,17.0
2508,1.222,0.0,239.96,5.0,2008-09-24 10:16:00,18.0
2510,0.482,0.28,239.88,2.2,2010-02-10 05:58:00,2.0
2511,1.382,0.114,240.97,5.6,2007-02-28 18:22:00,18.0
2512,0.296,0.074,238.18,1.2,2007-05-29 13:16:00,0.0
2513,0.792,0.154,233.13,3.4,2007-03-06 20:07:00,0.0
2514,0.854,0.05,241.4,3.6,2009-04-28 19:26:00,0.0
2515,0.24,0.0,244.77,1.0,2009-09-11 16:42:00,0.0
2517,0.364,0.106,245.18,1.4,2010-05-13 02:43:00,1.0
2518,0.192,0.082,236.76,0.8,2007-07-22 02:39:00,0.0
2519,0.204,0.118,241.51,1.0,2009-12-07 05:38:00,2.0
2520,2.984,0.41,240.45,12.4,2006-12-26 20:08:00,20.0
2521,2.352,0.0,243.44,9.6,2009-03-04 22:31:00,18.0
2522,0.556,0.222,242.2,2.6,2008-01-13 16:03:00,1.0
2523,0.538,0.274,245.61,2.4,2007-02-01 03:14:00,2.0
2524,0.34,0.058,235.8,1.4,2010-06-05 01:59:00,1.0
2525,0.314,0.216,240.67,1.6,2007-07-14 23:55:00,0.0
2526,1.068,0.316,240.55,4.6,2010-06-22 11:55:00,12.0
2527,0.124,0.0,235.28,0.6,2007-07-25 17:26:00,0.0
2528,1.384,0.0,244.44,5.6,2008-02-01 14:11:00,18.0
2529,0.35,0.0,243.03,1.4,2010-09-29 13:21:00,1.0
2530,0.422,0.118,241.25,2.0,2007-06-24 19:39:00,0.0
2531,0.27,0.186,240.17,1.4,2007-06-09 04:49:00,1.0
2532,0.232,0.242,240.37,1.4,2008-08-19 15:19:00,3.0
2533,0.288,0.136,243.57,1.4,2009-08-07 16:08:00,1.0
