,Global_active_power,Global_reactive_power,Voltage,Global_intensity,date_time,meterings
1937,0.382,0.17,243.22,1.6,2010-04-14 06:31:00,0.0
1938,2.278,0.15,239.47,9.8,2010-09-07 13:23:00,18.0
1939,0.242,0.108,240.36,1.0,2008-06-20 05:38:00,1.0
1940,0.206,0.086,239.78,0.8,2009-06-15 12:11:00,1.0
1941,0.224,0.0,244.21,1.0,2008-09-01 03:23:00,0.0
1942,1.798,0.236,240.18,7.6,2009-08-30 21:26:00,2.0
1943,1.992,0.466,240.77,8.4,2008-12-04 12:05:00,20.0
1944,1.55,0.334,239.68,6.6,2010-04-23 11:16:00,20.0
1945,0.346,0.13,243.73,1.4,2009-03-05 03:29:00,1.0
1946,0.156,0.0,241.68,0.6,2010-07-28 15:43:00,1.0
1947,0.424,0.064,242.31,1.8,2008-12-25 17:14:00,1.0
1948,0.418,0.288,240.01,2.2,2007-08-26 16:57:00,1.0
1949,0.43,0.17,242.45,2.0,2008-11-21 05:52:00,0.0
1950,0.498,0.228,245.56,2.2,2008-01-22 00:30:00,1.0
1951,1.67,0.182,237.86,7.0,2010-05-27 09:40:00,19.0
1952,0.55,0.054,243.17,2.2,2007-03-27 22:50:00,2.0
1953,0.352,0.098,239.48,1.4,2008-07-24 01:27:00,3.0
1954,0.434,0.128,240.46,1.8,2008-04-15 19:42:00,1.0
1955,1.658,0.094,249.27,6.6,2009-04-01 05:49:00,19.0
1956,1.708,0.0,242.61,7.0,2009-11-02 22:17:00,19.0
1957,0.31,0.082,242.52,1.2,2008-12-13 01:11:00,0.0
1958,0.522,0.074,234.22,2.2,2007-04-24 14:37:00,0.0
1959,0.232,0.0,242.41,1.0,2010-10-04 03:29:00,1.0
1960,1.412,0.094,240.15,5.8,2008-08-10 11:05:00,19.0
1961,1.646,0.046,240.74,6.8,2009-03-20 07:47:00,18.0
1962,1.316,0.238,229.44,5.8,2007-05-14 09:24:00,16.0
1963,0.348,0.16,244.59,1.6,2007-01-30 06:27:00,0.0
1964,0.31,0.078,240.32,1.2,2009-02-22 12:37:00,0.0
1965,0.23,0.046,247.89,1.0,2008-03-26 03:08:00,0.0
1966,0.322,0.126,244.7,1.4,2007-12-13 03:10:00,0.0
1967,0.884,0.162,240.67,3.6,2010-04-10 06:09:00,1.0
1968,0.254,0.086,242.4,1.0,2008-05-13 01:26:00,1.0
1969,0.366,0.074,238.57,1.6,2008-10-16 16:57:00,1.0
1970,0.676,0.0,238.52,3.0,2009-02-16 10:43:00,0.0
1971,1.394,0.076,240.27,5.8,2008-05-05 22:16:00,1.0
1972,0.308,0.076,240.32,1.2,2008-10-27 01:44:00,0.0
1973,0.574,0.202,242.11,2.4,2010-09-14 12:36:00,2.0
1974,0.188,0.0,241.49,1.0,2010-08-16 02:28:00,0.0
1975,0.36,0.104,245.03,1.6,2009-03-28 06:08:00,1.0
1976,0.274,0.064,244.46,1.2,2010-02-21 00:06:00,1.0
1977,1.58,0.312,241.2,6.6,2009-02-28 11:58:00,19.0
1978,0.32,0.234,242.69,1.6,2009-09-28 02:43:00,3.0
1979,1.746,0.0,236.9,7.4,2008-07-12 17:07:00,0.0
1980,1.132,0.142,244.69,4.6,2010-03-09 22:44:00,0.0
1981,0.758,0.0,245.46,3.0,2007-02-13 14:54:00,0.0
1982,2.968,0.206,240.17,12.4,2009-11-14 18:19:00,19.0
1983,1.316,0.05,236.94,5.4,2009-02-26 10:47:00,18.0
1984,0.636,0.0,244.18,2.6,2010-07-01 17:56:00,0.0
1985,1.628,0.302,234.49,7.0,2007-05-06 20:21:00,18.0
1986,1.68,0.318,242.36,7.0,2010-06-13 18:26:00,22.0
1987,0.502,0.048,241.64,2.4,2008-01-11 01:30:00,0.0
1988,1.502,0.048,235.69,6.4,2008-07-10 09:11:00,17.0
1989,0.824,0.168,241.98,3.4,2010-08-06 00:33:00,11.0
1990,0.39,0.112,243.75,1.6,2009-10-05 02:27:00,1.0
1991,0.16,0.0,240.0,0.6,2008-02-06 05:14:00,1.0
1992,0.2,0.052,239.61,1.0,2007-12-07 07:09:00,0.0
1993,1.31,0.0,241.2,5.4,2009-08-10 10:12:00,19.0
1994,1.72,0.056,232.7,7.4,2010-04-25 12:08:00,17.0
1995,0.462,0.12,248.0,2.0,2009-10-11 15:30:00,1.0
1996,0.258,0.046,249.27,1.0,2010-02-18 05:49:00,1.0
1997,1.838,0.098,244.83,7.4,2007-12-27 14:19:00,18.0
1998,0.968,0.14,239.52,4.0,2007-01-26 18:11:00,0.0
1999,0.554,0.0,242.15,2.2,2010-01-04 18:28:00,1.0
2000,1.316,0.0,237.63,5.4,2009-09-27 11:14:00,19.0
2001,1.14,0.082,239.05,6.4,2007-10-16 12:05:00,15.0
2002,0.288,0.086,241.51,1.2,2008-03-20 13:05:00,1.0
2003,0.288,0.204,236.03,1.4,2007-07-22 05:36:00,0.0
2004,0.214,0.0,232.31,0.8,2009-05-26 18:04:00,1.0
2005,0.542,0.116,240.73,2.2,2010-07-17 21:12:00,1.0
2006,0.322,0.104,247.71,1.4,2009-03-01 01:03:00,0.0
2007,2.724,0.234,240.58,11.4,2006-12-26 13:16:00,18.0
2008,0.232,0.0,246.18,0.8,2009-11-29 02:42:00,1.0
2009,0.552,0.158,243.06,2.4,2010-03-10 18:36:00,1.0
2010,0.302,0.17,244.48,1.4,2008-07-21 22:37:00,1.0
2011,2.542,0.086,240.36,10.6,2008-01-06 22:33:00,19.0
2012,0.632,0.104,239.54,2.6,2008-06-22 15:38:00,1.0
2013,0.316,0.122,241.6,1.4,2007-04-15 04:24:00,0.0
2014,0.664,0.06,239.69,2.8,2010-05-17 21:48:00,2.0
2015,0.576,0.306,243.01,2.6,2009-05-09 18:20:00,1.0
2016,1.458,0.19,240.07,6.0,2008-11-02 11:30:00,18.0
2017,1.044,0.072,240.82,4.2,2010-07-26 21:27:00,1.0
2019,0.324,0.096,247.51,1.4,2008-11-30 02:48:00,0.0
2020,0.21,0.0,242.49,1.0,2007-12-01 13:03:00,0.0
2021,1.718,0.082,239.01,7.2,2007-02-21 07:52:00,17.0
2022,1.392,0.082,243.51,5.6,2010-07-27 23:03:00,0.0
2023,1.332,0.0,239.55,8.8,2008-07-23 07:06:00,1.0
2024,0.182,0.0,239.51,1.0,2007-04-17 05:43:00,0.0
2025,1.83,0.154,236.11,7.6,2007-12-02 20:01:00,1.0
2026,0.308,0.0,242.23,1.4,2009-08-04 04:14:00,0.0
2027,0.336,0.0,239.78,1.4,2009-05-14 12:34:00,1.0
2028,0.402,0.124,243.73,1.6,2007-01-23 22:24:00,0.0
2029,2.66,0.0,241.25,11.0,2009-12-01 21:07:00,18.0
2030,2.498,0.14,241.33,10.4,2008-08-11 22:48:00,21.0
2031,0.44,0.22,242.27,2.2,2007-09-14 03:42:00,1.0
2032,0.168,0.0,239.63,0.8,2008-01-09 05:30:00,1.0
2033,0.238,0.12,243.17,1.0,2009-07-18 02:06:00,1.0
2034,0.356,0.09,241.97,1.4,2010-10-04 21:48:00,1.0
2035,1.382,0.076,241.56,5.6,2009-04-21 02:20:00,1.0
2036,0.196,0.108,238.9,1.0,2007-06-09 12:15:00,1.0
2037,0.604,0.34,239.98,3.8,2009-07-07 11:43:00,3.0
2038,0.252,0.0,242.23,1.0,2008-09-03 03:52:00,0.0
2039,2.118,0.0,236.87,8.8,2010-11-16 18:50:00,0.0
2040,0.336,0.078,241.48,1.4,2009-11-05 04:42:00,1.0
2041,1.854,0.142,243.95,7.6,2009-11-04 22:59:00,19.0
2042,2.28,0.0,239.69,9.4,2007-05-01 01:50:00,0.0
2043,0.216,0.0,244.47,0.8,2009-02-14 04:56:00,0.0
2044,2.166,0.308,239.79,9.0,2009-01-11 12:16:00,30.0
2045,0.754,0.106,242.38,3.8,2010-03-08 16:56:00,11.0
2046,0.39,0.054,239.63,1.6,2009-02-11 13:39:00,0.0
2047,0.302,0.08,234.64,1.4,2007-07-23 17:41:00,0.0
2048,0.272,0.064,241.91,1.2,2010-03-07 03:55:00,1.0
2049,0.384,0.228,240.38,1.8,2007-10-28 05:31:00,1.0
2050,1.58,0.046,241.92,6.4,2009-04-01 12:42:00,19.0
2051,0.23,0.0,246.28,1.0,2008-07-02 05:51:00,0.0
2052,1.596,0.0,235.92,6.6,2009-10-18 22:01:00,1.0
2053,0.334,0.24,240.86,1.6,2010-09-08 06:57:00,2.0
2054,1.754,0.0,236.33,7.4,2008-12-04 09:26:00,19.0
2055,0.936,0.182,237.36,4.2,2008-09-14 18:07:00,2.0
2056,1.056,0.106,241.07,4.4,2010-11-23 22:08:00,0.0
2057,1.208,0.456,242.41,5.2,2007-02-12 04:39:00,0.0
2058,0.928,0.084,242.73,3.8,2007-07-14 21:25:00,0.0
2059,0.292,0.062,246.87,1.2,2009-06-01 23:45:00,0.0
2060,1.728,0.18,241.5,7.2,2008-09-11 14:56:00,18.0
2061,1.472,0.192,241.02,6.0,2007-02-13 16:49:00,19.0
2062,0.214,0.05,245.25,0.8,2008-12-13 02:19:00,0.0
2063,1.446,0.226,241.39,6.0,2008-12-05 16:48:00,19.0
2064,0.526,0.064,237.03,2.2,2007-05-28 16:44:00,1.0
2065,1.35,0.0,235.83,5.6,2008-06-23 07:29:00,18.0
2066,1.322,0.0,241.31,5.4,2010-04-26 20:03:00,19.0
2067,1.226,0.096,233.83,5.2,2007-07-26 02:33:00,17.0
2068,0.198,0.14,240.39,1.0,2007-08-16 05:13:00,0.0
2069,0.082,0.0,242.69,0.2,2008-08-13 08:23:00,0.0
2070,0.252,0.224,242.06,1.4,2007-08-27 00:53:00,1.0
2071,1.744,0.048,237.95,7.4,2008-08-02 20:56:00,0.0
2072,0.42,0.188,241.78,1.8,2010-02-23 01:08:00,1.0
2074,0.592,0.244,242.94,2.6,2009-04-11 10:02:00,3.0
2075,0.428,0.0,242.64,1.8,2007-10-22 06:23:00,0.0
2076,1.47,0.298,236.51,6.2,2010-07-28 00:11:00,2.0
2077,2.828,0.0,238.03,11.8,2008-09-03 21:19:00,0.0
2078,0.478,0.288,239.59,2.4,2009-11-15 07:24:00,2.0
2079,0.296,0.0,240.29,1.2,2008-07-11 00:59:00,0.0
2080,0.276,0.0,244.26,1.2,2010-03-17 01:06:00,1.0
2081,1.562,0.088,234.23,6.6,2007-08-06 13:17:00,21.0
2082,1.418,0.088,242.77,5.8,2007-11-29 06:09:00,18.0
2083,1.512,0.182,243.51,6.2,2010-10-28 09:03:00,19.0
2084,0.48,0.194,234.97,2.2,2007-02-06 21:16:00,1.0
2085,1.594,0.052,239.23,6.6,2009-10-31 13:28:00,20.0
2086,1.044,0.208,238.42,4.4,2010-09-16 19:06:00,1.0
2087,1.83,0.114,240.8,7.6,2008-11-06 21:14:00,19.0
2088,1.536,0.052,240.91,6.4,2008-09-05 15:28:00,19.0
2089,1.356,0.05,241.24,5.6,2009-02-27 11:47:00,18.0
2090,0.358,0.0,244.18,1.4,2007-11-11 03:36:00,0.0
2091,1.428,0.082,242.31,5.8,2010-03-26 17:20:00,20.0
2092,0.314,0.22,242.29,1.6,2010-09-17 13:47:00,2.0
2093,0.278,0.0,242.8,1.2,2010-01-04 17:16:00,0.0
2094,0.196,0.0,235.78,0.8,2007-10-27 18:39:00,0.0
2095,2.808,0.168,247.23,11.4,2009-10-01 23:43:00,41.0
2096,3.824,0.21,237.48,16.0,2008-10-18 20:40:00,18.0
2097,0.352,0.056,243.86,1.4,2008-11-15 02:05:00,1.0
2098,0.346,0.084,247.4,1.4,2009-01-24 02:41:00,0.0
2099,0.276,0.0,239.28,1.2,2007-05-10 03:50:00,0.0
2100,1.4,0.048,240.9,5.8,2008-12-20 07:01:00,18.0
2101,1.632,0.178,243.38,6.6,2009-03-03 19:48:00,0.0
2102,1.38,0.518,239.91,7.4,2010-09-13 19:05:00,14.0
2103,2.626,0.074,242.9,10.8,2010-08-02 12:03:00,18.0
2104,0.328,0.076,243.54,1.4,2009-02-25 00:26:00,0.0
2105,0.464,0.328,244.4,2.2,2009-02-25 15:07:00,2.0
2106,2.36,0.392,242.55,9.8,2008-08-04 11:04:00,23.0
2108,1.81,0.09,240.05,7.4,2007-01-17 18:11:00,1.0
2109,0.284,0.09,238.4,1.2,2007-03-11 16:02:00,1.0
2110,1.27,0.178,238.75,5.2,2009-04-02 21:25:00,2.0
2111,0.24,0.112,243.06,1.0,2009-09-28 02:03:00,0.0
2112,0.47,0.0,233.21,2.2,2007-05-27 10:59:00,0.0
2113,0.14,0.0,242.7,0.6,2009-06-25 05:42:00,0.0
2114,0.158,0.0,240.42,0.6,2010-07-30 20:14:00,0.0
2115,2.794,0.228,239.73,11.6,2008-09-20 07:39:00,20.0
2116,0.242,0.066,247.14,1.0,2006-12-27 15:52:00,0.0
2117,2.264,0.236,239.83,10.0,2010-02-27 17:08:00,26.0
2118,1.452,0.086,240.43,6.0,2010-06-28 16:44:00,19.0
2119,0.308,0.268,244.47,1.6,2009-12-07 14:59:00,2.0
2120,0.336,0.108,239.15,1.6,2007-04-20 14:05:00,0.0
2121,0.254,0.096,242.25,1.2,2010-08-14 02:59:00,1.0
2122,1.358,0.058,243.92,5.4,2010-10-23 08:26:00,19.0
2123,0.27,0.0,242.85,1.2,2009-06-04 16:23:00,0.0
2124,3.35,0.0,237.45,14.0,2007-02-18 10:51:00,18.0
2125,0.362,0.074,239.85,1.6,2008-10-18 15:33:00,0.0
2126,0.36,0.078,241.18,1.6,2008-06-10 16:08:00,1.0
2127,1.422,0.096,244.59,5.8,2009-12-24 05:12:00,18.0
2128,3.434,0.086,238.35,14.4,2009-12-28 19:05:00,18.0
2129,0.332,0.23,242.76,1.6,2010-06-26 22:16:00,1.0
2130,0.374,0.178,240.49,1.6,2008-10-27 01:55:00,0.0
2131,0.404,0.2,242.47,1.8,2010-04-30 02:10:00,1.0
2132,0.42,0.252,240.59,2.2,2010-09-16 00:34:00,2.0
2133,0.36,0.088,245.6,1.6,2008-12-15 01:46:00,2.0
2134,4.302,0.0,236.9,18.6,2008-01-31 21:44:00,33.0
2135,0.198,0.1,240.9,1.0,2007-05-07 17:26:00,1.0
2136,0.316,0.102,246.5,1.4,2007-11-12 06:18:00,0.0
2137,0.596,0.432,242.19,3.0,2007-04-17 17:14:00,1.0
2138,0.294,0.108,241.18,1.2,2007-04-11 06:07:00,0.0
2139,0.1,0.0,235.31,0.4,2007-07-08 02:48:00,0.0
2140,0.114,0.0,240.84,0.6,2007-02-07 14:59:00,0.0
2141,0.884,0.308,238.13,3.8,2010-07-15 04:42:00,1.0
2142,1.732,0.054,240.55,7.2,2008-12-25 19:55:00,0.0
2143,1.278,0.088,240.45,5.2,2009-06-18 12:22:00,19.0
2144,1.568,0.0,240.05,6.4,2008-03-03 15:27:00,17.0
2145,0.48,0.156,242.35,2.4,2009-05-21 04:25:00,4.0
2146,0.198,0.104,243.13,1.0,2007-12-09 03:07:00,0.0
2147,0.73,0.09,241.97,3.0,2009-06-24 21:32:00,2.0
2148,2.102,0.328,238.56,8.8,2008-02-07 19:45:00,21.0
2149,2.554,0.0,236.22,10.8,2009-10-25 22:01:00,17.0
2150,0.38,0.0,243.32,1.6,2007-02-01 06:33:00,0.0
2151,0.704,0.214,233.72,3.0,2007-07-26 22:08:00,0.0
2152,0.25,0.0,241.96,1.0,2008-04-29 06:57:00,1.0
2153,0.598,0.05,240.19,2.4,2010-12-02 18:46:00,1.0
2154,1.07,0.352,241.24,4.6,2008-09-19 22:40:00,13.0
2155,0.784,0.072,241.07,4.0,2009-01-06 19:08:00,0.0
2156,1.402,0.0,239.87,5.8,2009-06-06 14:52:00,19.0
2157,0.33,0.238,243.81,1.6,2008-09-27 00:15:00,1.0
2158,1.422,0.07,242.56,5.8,2008-02-20 05:13:00,20.0
2159,1.742,0.212,239.92,7.2,2009-04-04 18:16:00,19.0
2160,1.392,0.094,241.61,5.8,2010-05-28 06:54:00,19.0
2161,1.36,0.1,238.83,5.6,2007-03-29 05:34:00,18.0
2162,0.732,0.102,245.41,3.0,2010-10-11 00:01:00,1.0
2163,1.254,0.0,238.73,5.2,2007-02-01 19:08:00,18.0
2164,2.556,0.0,238.93,10.6,2010-08-10 07:31:00,18.0
2165,1.0,0.072,242.51,4.2,2008-07-03 17:26:00,0.0
2166,1.542,0.19,242.13,6.4,2010-09-15 06:48:00,18.0
2167,0.528,0.228,242.96,2.4,2009-04-19 19:32:00,3.0
2168,0.176,0.156,242.3,0.8,2008-08-25 04:47:00,1.0
2169,0.11,0.0,241.44,0.6,2007-09-20 06:23:00,0.0
2170,0.222,0.122,243.78,1.0,2009-10-07 10:46:00,2.0
2171,0.332,0.07,244.13,1.4,2009-10-19 06:01:00,1.0
2172,0.186,0.112,234.16,0.8,2007-11-08 07:34:00,0.0
2173,0.712,0.19,238.64,3.0,2008-01-03 21:41:00,0.0
2174,1.506,0.202,240.66,6.2,2010-08-30 11:44:00,18.0
2175,0.238,0.112,237.33,1.2,2007-07-23 01:35:00,1.0
2176,0.41,0.168,245.18,1.8,2007-12-27 23:57:00,0.0
2177,1.254,0.0,236.91,5.2,2007-10-31 19:03:00,18.0
2178,0.238,0.0,244.85,1.0,2010-05-04 23:29:00,1.0
2179,1.354,0.0,240.43,5.6,2007-08-02 08:49:00,17.0
2180,1.934,0.278,240.1,8.2,2008-09-15 20:02:00,2.0
2181,1.512,0.516,238.84,6.6,2009-08-15 18:05:00,15.0
2182,0.254,0.0,247.12,1.0,2010-06-03 14:20:00,1.0
2183,0.23,0.088,240.31,1.0,2010-02-08 08:39:00,1.0
2184,0.55,0.15,244.44,2.4,2010-11-16 22:41:00,0.0
2185,0.738,0.076,241.61,3.0,2010-06-16 04:26:00,0.0
2186,1.398,0.086,243.32,5.6,2009-01-20 17:17:00,18.0
2187,3.26,0.0,236.15,13.8,2007-05-01 10:01:00,18.0
2188,0.206,0.0,241.45,0.8,2007-03-11 15:18:00,0.0
2189,0.484,0.322,243.75,2.4,2008-11-27 23:44:00,1.0
2190,1.774,0.076,241.41,7.4,2008-11-24 19:49:00,0.0
2191,1.644,0.312,239.35,7.0,2007-03-29 08:58:00,17.0
2192,1.344,0.108,242.17,5.4,2009-09-26 11:33:00,19.0
2193,0.478,0.264,243.32,2.2,2007-03-31 00:37:00,0.0
2194,2.64,0.09,237.34,11.2,2008-12-14 18:59:00,0.0
2195,0.298,0.098,240.58,1.4,2010-08-25 05:43:00,1.0
2196,2.876,0.092,239.04,12.0,2009-11-20 20:40:00,20.0
2197,0.646,0.0,246.54,2.8,2009-10-29 23:34:00,1.0
2198,1.392,0.134,239.39,5.8,2008-04-02 13:53:00,17.0
2199,0.268,0.0,240.29,1.0,2008-10-08 20:52:00,1.0
2200,1.964,0.314,237.45,8.4,2008-10-01 21:39:00,1.0
2201,0.216,0.0,240.33,0.8,2007-04-13 04:47:00,0.0
2202,1.478,0.146,242.29,6.0,2008-04-26 00:56:00,19.0
2203,2.01,0.286,237.9,8.4,2007-11-11 20:34:00,1.0
2204,2.222,0.0,236.4,9.4,2008-11-10 08:33:00,28.0
2205,1.112,0.512,241.61,5.0,2009-06-10 03:50:00,12.0
2206,0.468,0.372,243.54,2.4,2010-03-07 00:42:00,2.0
2207,0.462,0.298,240.04,2.2,2008-10-26 08:36:00,2.0
2208,1.074,0.384,238.65,4.8,2008-11-05 20:09:00,1.0
2209,0.71,0.19,239.37,3.2,2008-10-10 04:56:00,7.0
2210,1.178,0.184,239.31,5.4,2009-06-30 14:25:00,14.0
2212,2.862,0.134,229.75,12.4,2007-05-21 07:39:00,18.0
2213,1.358,0.0,236.56,5.6,2007-08-10 08:26:00,17.0
2214,1.46,0.06,240.86,6.0,2008-03-20 20:17:00,1.0
2215,1.96,0.254,241.63,8.2,2007-01-13 07:32:00,18.0
2216,0.418,0.076,244.31,1.6,2009-02-19 22:54:00,0.0
2217,0.788,0.0,240.6,3.2,2010-01-10 19:58:00,2.0
2218,0.318,0.2,235.27,1.6,2008-04-06 01:52:00,2.0
2219,1.414,0.198,242.73,5.8,2010-06-06 14:21:00,20.0
2220,0.14,0.0,242.4,0.6,2009-06-22 05:58:00,1.0
2221,0.838,0.0,241.53,3.4,2009-03-04 18:50:00,0.0
2223,1.044,0.23,236.67,4.4,2008-10-08 22:03:00,12.0
2224,3.956,0.166,239.38,16.4,2006-12-25 19:03:00,39.0
2225,0.312,0.206,240.17,1.4,2010-07-24 03:28:00,2.0
2226,1.71,0.222,242.68,7.0,2010-10-10 23:05:00,1.0
2227,0.464,0.09,243.4,2.0,2009-03-10 22:58:00,1.0
2228,2.906,0.462,241.78,12.2,2009-10-02 09:20:00,18.0
2229,0.216,0.0,234.68,1.0,2007-05-24 11:56:00,0.0
2230,0.338,0.104,243.17,1.4,2009-05-22 19:54:00,2.0
2231,0.924,0.112,243.68,3.8,2009-07-22 23:14:00,1.0
2232,3.736,0.118,241.69,15.4,2009-08-11 18:50:00,18.0
2233,0.458,0.104,239.75,2.2,2010-06-20 09:03:00,0.0
2234,1.348,0.12,231.02,5.8,2009-05-28 06:21:00,18.0
2235,1.954,0.0,237.5,8.2,2009-03-14 18:14:00,17.0
2236,0.22,0.0,245.59,0.8,2008-05-03 12:27:00,0.0
2237,0.388,0.234,244.55,1.8,2007-03-23 02:39:00,1.0
2238,0.398,0.18,239.51,1.8,2009-10-19 04:34:00,1.0
2239,2.612,0.0,240.09,10.8,2009-09-26 06:55:00,18.0
2240,0.23,0.0,242.92,1.0,2007-03-26 23:39:00,0.0
2241,1.168,0.076,232.73,5.0,2007-02-08 15:04:00,16.0
2242,0.318,0.104,245.74,1.2,2009-12-12 01:04:00,1.0
2243,0.244,0.0,243.02,1.0,2007-01-30 10:54:00,0.0
2244,1.368,0.0,244.06,5.6,2009-12-15 12:25:00,19.0
2245,0.294,0.12,241.52,1.2,2007-01-25 11:19:00,1.0
2246,1.83,0.272,238.59,7.8,2009-08-30 14:35:00,20.0
2247,0.12,0.0,240.21,0.6,2007-06-23 05:31:00,0.0
2248,0.738,0.052,237.99,3.0,2008-06-01 22:21:00,1.0
2249,1.056,0.116,240.77,4.4,2009-11-26 18:53:00,1.0
2250,2.976,0.092,238.47,12.4,2010-03-24 22:25:00,38.0
2251,0.138,0.0,237.92,0.6,2008-03-08 12:49:00,1.0
2252,0.366,0.102,243.81,1.6,2010-06-11 04:19:00,1.0
2253,1.572,0.208,239.97,6.6,2009-03-12 09:34:00,19.0
2254,2.088,0.306,236.31,9.6,2010-09-14 10:52:00,30.0
2255,2.262,0.142,241.49,9.4,2008-12-18 19:08:00,0.0
2256,1.494,0.24,242.47,6.2,2010-12-03 12:08:00,21.0
2257,0.242,0.244,237.96,1.4,2008-08-08 01:00:00,0.0
2258,0.934,0.0,239.95,3.8,2010-05-18 22:27:00,1.0
2259,2.474,0.086,242.5,10.2,2008-01-13 03:37:00,18.0
2260,0.264,0.186,238.25,1.4,2007-09-18 15:29:00,1.0
2261,1.386,0.074,238.72,5.8,2008-10-20 11:47:00,18.0
2262,0.344,0.096,242.43,1.4,2009-04-20 01:54:00,2.0
2263,0.23,0.0,241.5,1.0,2009-05-21 02:56:00,1.0
2264,0.29,0.078,243.53,1.2,2008-04-04 00:16:00,1.0
2265,1.506,0.07,243.36,6.2,2007-11-30 12:06:00,18.0
2266,0.372,0.204,243.42,1.6,2008-02-03 06:22:00,2.0
2267,0.446,0.31,243.76,2.2,2009-03-25 15:45:00,0.0
2268,0.358,0.336,241.63,2.0,2007-09-21 14:54:00,2.0
2269,1.404,0.076,244.25,5.6,2007-12-27 02:02:00,18.0
2270,0.508,0.114,239.35,2.4,2010-05-09 10:07:00,0.0
2271,0.636,0.0,239.17,2.6,2007-01-13 09:17:00,0.0
2273,0.406,0.206,242.95,1.8,2009-12-10 03:13:00,1.0
2274,0.206,0.132,240.39,1.0,2007-08-19 10:05:00,0.0
2275,0.656,0.2,241.25,2.8,2008-04-07 20:56:00,2.0
2276,1.914,0.196,239.69,8.0,2008-01-21 08:27:00,18.0
2277,1.382,0.082,241.77,5.6,2008-07-01 12:12:00,19.0
2278,1.81,0.412,237.3,7.8,2007-03-24 12:18:00,19.0
2279,1.584,0.0,240.98,6.6,2010-03-09 21:17:00,3.0
2280,1.412,0.062,239.71,5.8,2009-10-31 09:34:00,18.0
2281,0.362,0.13,244.36,1.6,2007-10-02 04:09:00,0.0
2282,1.236,0.072,236.87,5.2,2008-06-23 09:40:00,18.0
2283,0.23,0.106,241.36,1.0,2009-08-19 06:06:00,3.0
2285,0.402,0.154,234.79,1.8,2010-05-05 01:49:00,0.0
2286,1.698,0.28,242.41,7.0,2009-01-24 09:10:00,20.0
2287,0.584,0.0,241.34,2.4,2010-05-18 17:57:00,0.0
2288,2.686,0.082,240.42,11.0,2009-10-10 07:47:00,18.0
2289,0.812,0.1,230.84,4.4,2008-06-02 13:34:00,0.0
2290,0.344,0.114,234.11,1.6,2007-05-06 12:01:00,2.0
2291,1.556,0.216,237.3,6.6,2009-12-04 19:58:00,20.0
2292,0.33,0.106,243.98,1.4,2007-10-21 07:46:00,0.0
2293,0.366,0.22,241.7,1.8,2009-06-28 19:57:00,3.0
2294,2.258,0.228,237.3,9.6,2007-01-31 21:11:00,0.0
2295,1.51,0.0,237.32,6.2,2009-01-11 16:02:00,18.0
2296,0.23,0.0,243.9,1.0,2007-03-12 15:49:00,0.0
2297,0.316,0.228,242.4,1.6,2009-08-21 14:13:00,0.0
2298,0.25,0.052,244.99,1.0,2010-02-18 01:53:00,0.0
2299,1.55,0.162,240.11,6.4,2007-03-18 18:27:00,20.0
2300,0.224,0.0,246.96,1.0,2009-03-19 03:17:00,0.0
2301,0.384,0.326,240.85,2.0,2007-07-14 16:37:00,2.0
2302,0.21,0.082,235.09,1.0,2007-07-21 03:01:00,0.0
2303,1.454,0.074,243.56,5.8,2008-04-27 15:48:00,19.0
2304,1.33,0.0,244.25,5.4,2009-12-11 05:38:00,19.0
2305,1.39,0.222,240.68,5.8,2007-06-19 07:42:00,21.0
2306,1.634,0.264,243.82,6.8,2010-03-13 15:23:00,20.0
2307,0.158,0.136,239.19,0.8,2008-12-08 14:28:00,2.0
2308,2.474,0.244,237.14,10.4,2009-10-10 20:53:00,20.0
2309,0.338,0.13,251.71,1.4,2009-12-15 23:25:00,3.0
2310,1.532,0.202,243.54,6.2,2009-02-04 13:53:00,18.0
2311,0.3,0.094,242.23,1.2,2007-01-02 00:19:00,0.0
2312,2.38,0.084,239.74,9.8,2009-02-17 08:21:00,18.0
2313,0.236,0.09,241.71,1.0,2008-05-31 03:50:00,1.0
2316,0.348,0.114,241.34,1.4,2008-04-24 09:04:00,1.0
2317,1.842,0.058,242.44,7.6,2008-01-31 18:00:00,18.0
2318,1.572,0.098,238.05,6.6,2009-02-21 12:34:00,18.0
2319,0.238,0.126,243.33,1.0,2007-06-16 00:03:00,1.0
2320,1.818,0.0,236.76,7.6,2009-10-16 21:07:00,1.0
2321,0.628,0.27,246.13,2.8,2009-11-23 12:19:00,3.0
2323,0.324,0.236,238.99,1.6,2009-08-16 12:55:00,0.0
2324,1.632,0.314,238.93,6.8,2007-07-09 19:52:00,1.0
2325,0.414,0.19,241.04,2.0,2008-08-01 09:03:00,0.0
2326,1.504,0.322,240.49,6.4,2009-05-09 08:44:00,19.0
2327,0.218,0.144,242.53,1.2,2009-06-08 07:27:00,0.0
2328,0.916,0.34,243.27,4.0,2007-01-16 22:59:00,2.0
2329,0.296,0.106,244.31,1.2,2007-03-04 02:56:00,1.0
2330,2.38,0.072,241.45,9.8,2007-08-04 03:58:00,0.0
2331,0.268,0.0,246.56,1.2,2009-01-22 23:19:00,0.0
2332,1.954,0.218,240.58,10.0,2009-06-22 17:03:00,2.0
2333,0.512,0.066,239.81,2.0,2009-02-16 09:04:00,0.0
